Method,Deletion_AUC
Eigen-CAM,0.12363340157996333
Eigen-CAM,0.15190458716528032
Eigen-CAM,0.16894495831700873
Eigen-CAM,0.1605304347931714
Eigen-CAM,0.1408580841344219
Eigen-CAM,0.16911433031384987
Eigen-CAM,0.14430727956607015
Eigen-CAM,0.11886814196378347
Eigen-CAM,0.14601198325703613
Eigen-CAM,0.13879834300763466
Eigen-CAM,0.1257366505017518
Eigen-CAM,0.1692588592644904
Eigen-CAM,0.1288509017059139
Eigen-CAM,0.17511400272420852
Eigen-CAM,0.13541108425847154
Eigen-CAM,0.14417935777407742
Eigen-CAM,0.14641591271233154
Eigen-CAM,0.16211979483658215
Eigen-CAM,0.14216595389575212
Eigen-CAM,0.15097180587920517
Eigen-CAM,0.15628028989702475
Eigen-CAM,0.13608239864568059
Eigen-CAM,0.13672087004339642
Eigen-CAM,0.12893211242786073
Eigen-CAM,0.12001054769906244
Eigen-CAM,0.18367011510233738
Eigen-CAM,0.13710128521420736
Eigen-CAM,0.16034040462372554
Eigen-CAM,0.13336208201220984
Eigen-CAM,0.18236391042305403
Eigen-CAM,0.16123402882083981
Eigen-CAM,0.1722897541652366
Eigen-CAM,0.1493160431397476
Eigen-CAM,0.17083169529744857
Eigen-CAM,0.1347253650197683
Eigen-CAM,0.12162095066073926
Eigen-CAM,0.1749364410218032
Eigen-CAM,0.16754455690260864
Eigen-CAM,0.15724939658103002
Eigen-CAM,0.14724380775406531
Eigen-CAM,0.14221463109641416
Eigen-CAM,0.13127923860084956
Eigen-CAM,0.1434212960193778
Eigen-CAM,0.15380236203012726
Eigen-CAM,0.17006531884357626
Eigen-CAM,0.1487773929910568
Eigen-CAM,0.120233294011429
Eigen-CAM,0.1209572497923503
Eigen-CAM,0.13120114320732443
Eigen-CAM,0.12779762832846012
Eigen-CAM,0.16420737472387947
Eigen-CAM,0.17383351043262954
Eigen-CAM,0.16717601241242852
Eigen-CAM,0.1360560489755851
Eigen-CAM,0.12565017520528726
Eigen-CAM,0.16722812543233945
Eigen-CAM,0.09473862228386876
Eigen-CAM,0.14089239279121205
Eigen-CAM,0.09654602424124409
Eigen-CAM,0.1408732747305186
Eigen-CAM,0.13669469576547247
Eigen-CAM,0.16983421763760204
Eigen-CAM,0.1278170199093579
Eigen-CAM,0.1421607281586075
Eigen-CAM,0.1419601234788383
Eigen-CAM,0.1332769343376793
Eigen-CAM,0.14274419396185328
Eigen-CAM,0.10976083839018173
Eigen-CAM,0.129062761249102
Eigen-CAM,0.1470774774001082
Eigen-CAM,0.15268973828229093
Eigen-CAM,0.16791790497110393
Eigen-CAM,0.1672532666352057
Eigen-CAM,0.15349925111276722
Eigen-CAM,0.14472744076001393
Eigen-CAM,0.13452711592032066
Eigen-CAM,0.15957584731654897
Eigen-CAM,0.1237878206159687
Eigen-CAM,0.16012700275425196
Eigen-CAM,0.13408241985758157
Eigen-CAM,0.14972664982401898
Eigen-CAM,0.17483412717939936
Eigen-CAM,0.1233374309436625
Eigen-CAM,0.1582913516815054
Eigen-CAM,0.14376713626851714
Eigen-CAM,0.13567603695853855
Eigen-CAM,0.14679644078937704
Eigen-CAM,0.18759247498153567
Eigen-CAM,0.17610069082379878
Eigen-CAM,0.13811292668995034
Eigen-CAM,0.13139191259246885
Eigen-CAM,0.15391518079166616
Eigen-CAM,0.11133334158890079
Eigen-CAM,0.14068065564768015
Eigen-CAM,0.15203536056142306
Eigen-CAM,0.12999234143235117
Eigen-CAM,0.18734236669256543
Eigen-CAM,0.17626290613905954
Eigen-CAM,0.13674594059597014
Eigen-CAM,0.14904639134084052
Eigen-CAM,0.15676744705404191
Eigen-CAM,0.19524564787782075
Eigen-CAM,0.1484876373244696
Eigen-CAM,0.14290896966138633
Eigen-CAM,0.15045661736635524
Eigen-CAM,0.1512241753602573
Eigen-CAM,0.13336840418872484
Eigen-CAM,0.09845102347354558
Eigen-CAM,0.17162249058932266
Eigen-CAM,0.18377112794355893
Eigen-CAM,0.13083197710394875
Eigen-CAM,0.17593282730102716
Eigen-CAM,0.1631644727218859
Eigen-CAM,0.12490599458513903
Eigen-CAM,0.1305290985445913
Eigen-CAM,0.19393886844985025
Eigen-CAM,0.1544334956483977
Eigen-CAM,0.150518727442498
Eigen-CAM,0.1509258311308807
Eigen-CAM,0.13199925840783278
Eigen-CAM,0.12270055061922971
Eigen-CAM,0.14826721162210088
Eigen-CAM,0.14158627053639228
Eigen-CAM,0.1531468956779485
Eigen-CAM,0.17491334246512383
Eigen-CAM,0.12413022967742796
Eigen-CAM,0.1298181731273083
Eigen-CAM,0.17899943754371558
Eigen-CAM,0.15264130034759868
Eigen-CAM,0.1541051757567551
Eigen-CAM,0.16781207003174262
Eigen-CAM,0.16312156465761243
Eigen-CAM,0.16940270809791452
Eigen-CAM,0.14909142073457382
Eigen-CAM,0.17804571046641485
Eigen-CAM,0.14777237444731822
Eigen-CAM,0.15981458717898378
Eigen-CAM,0.14200313952176288
Eigen-CAM,0.16476819393490075
Eigen-CAM,0.1319476297559361
Eigen-CAM,0.21162640306788985
Eigen-CAM,0.1164038256196736
Eigen-CAM,0.12832317937007295
Eigen-CAM,0.1142832175219548
Eigen-CAM,0.10568459943831751
Eigen-CAM,0.1273288490337752
Eigen-CAM,0.15138594075233366
Eigen-CAM,0.14805288211281228
Eigen-CAM,0.1646908431852951
Eigen-CAM,0.16921310626825842
Eigen-CAM,0.13752685624043465
Eigen-CAM,0.12376597437026789
Eigen-CAM,0.11181517389254655
Eigen-CAM,0.1376279543211882
Eigen-CAM,0.14762453330334346
Eigen-CAM,0.1407776690124658
Eigen-CAM,0.11559498733079804
Eigen-CAM,0.16955514816635295
Eigen-CAM,0.14161891085273998
Eigen-CAM,0.17133378888636402
Eigen-CAM,0.17150103658842542
Eigen-CAM,0.15143254608187653
Eigen-CAM,0.14418369868568817
Eigen-CAM,0.16428947277333852
Eigen-CAM,0.11468373241992291
Eigen-CAM,0.17519522290047984
Eigen-CAM,0.16166424913298572
Eigen-CAM,0.16897768004990402
Eigen-CAM,0.1649858581973191
Eigen-CAM,0.16786897306743964
Eigen-CAM,0.16909016228752485
Eigen-CAM,0.1458221993123218
Eigen-CAM,0.17277335311520653
Eigen-CAM,0.1247434066936115
Eigen-CAM,0.12588248388488635
Eigen-CAM,0.138977926923117
Eigen-CAM,0.15263511528848508
Eigen-CAM,0.1398733027712733
Eigen-CAM,0.1682131623720164
Eigen-CAM,0.1426317595241497
Eigen-CAM,0.16142766034666742
Eigen-CAM,0.1684400557091479
Eigen-CAM,0.14797388594586328
Eigen-CAM,0.16503158837496176
Eigen-CAM,0.15014743045689902
Eigen-CAM,0.15456189273454007
Eigen-CAM,0.11833733858712486
Eigen-CAM,0.14381594387834426
Eigen-CAM,0.151083214976491
Eigen-CAM,0.12722552858340236
Eigen-CAM,0.18791672114696806
Eigen-CAM,0.15558851756612982
Eigen-CAM,0.15679453609260194
Eigen-CAM,0.1460152329261458
Eigen-CAM,0.1512358687959773
Random,0.6120471851887784
Random,0.4778926017293227
Random,0.5175256020674055
Random,0.47545762491625543
Random,0.4654655993691058
Random,0.5031241563225766
Random,0.4858714237325449
Random,0.5101245791993214
Random,0.3947486066137918
Random,0.60012338443048
Random,0.4916501545609361
Random,0.5871452753116997
Random,0.44964439369467607
Random,0.5146267852362134
Random,0.6582471050738443
Random,0.45651354084468554
Random,0.42523501134458674
Random,0.47267452323316794
Random,0.5236244213661303
Random,0.5346670020030648
Random,0.5645183344010714
Random,0.48714938008033426
Random,0.4198874620249849
Random,0.4782485097762457
Random,0.5620111347400879
Random,0.5232831326585645
Random,0.4021530607312498
Random,0.49824742441559217
Random,0.5699084045661065
Random,0.6063274068475217
Random,0.5280843319392389
Random,0.5154651156399751
Random,0.43798971660071356
Random,0.4578378563016247
Random,0.5023457928753083
Random,0.5251598870406764
Random,0.5290092095559883
Random,0.4760895722432932
Random,0.4424028885788242
Random,0.4611109079450043
Random,0.44215128028701195
Random,0.5321704591381997
Random,0.384385944697717
Random,0.4833360987195253
Random,0.5224939166050606
Random,0.576100636233247
Random,0.5035649837525485
Random,0.5500641969757055
Random,0.48004979641094536
Random,0.46277980067339547
Random,0.4662803480781267
Random,0.5763667890950916
Random,0.5497110571948873
Random,0.5243698963231308
Random,0.6665134431780886
Random,0.49838293137369255
Random,0.5310174825514401
Random,0.5153795776279255
Random,0.488905715493792
Random,0.6158085673885758
Random,0.5753302401518556
Random,0.43002601826897224
Random,0.4800076838857392
Random,0.5214168269184144
Random,0.5391591607521024
Random,0.432577646509331
Random,0.38722192064890987
Random,0.4046816515619109
Random,0.49644442683293905
Random,0.49483984104801615
Random,0.5172609688057257
Random,0.4615162611060471
Random,0.4387881162046969
Random,0.39884774712103255
Random,0.5164593679373718
Random,0.5185026979243889
Random,0.5496496835177855
Random,0.5395397843989617
Random,0.4904642209531529
Random,0.5674630481376742
Random,0.4931816544236725
Random,0.4669581806840964
Random,0.4739710778348216
Random,0.4707594177647303
Random,0.3917131640249829
Random,0.5078163026492883
Random,0.5124942795881083
Random,0.48188670945589507
Random,0.46430792649567926
Random,0.5185901912177638
Random,0.5858435293773845
Random,0.5019127576252491
Random,0.4746183196395147
Random,0.4704276398788535
Random,0.4965121780927419
Random,0.4367617214479279
Random,0.493736965590096
Random,0.503059113216839
Random,0.5922339343883095
Random,0.5471736882056688
Random,0.5046787225492443
Random,0.5555610943336432
Random,0.3856503558902039
Random,0.6151492163170851
Random,0.5042499301795641
Random,0.5669479000349062
Random,0.48444029150790213
Random,0.49731950878494413
Random,0.5434581738631105
Random,0.5946870897897546
Random,0.5083458680633235
Random,0.46636422273785527
Random,0.5512203301518015
Random,0.6063542942689457
Random,0.4326290160860321
Random,0.45802779189290616
Random,0.5324456705635063
Random,0.47857137364325797
Random,0.3893143076420062
Random,0.5001324079212591
Random,0.5149528829707173
Random,0.5353014960173651
Random,0.570654031690978
Random,0.43502919623896963
Random,0.4733343903990548
Random,0.49741229634747214
Random,0.5214495127609406
Random,0.46280817974632094
Random,0.5017780078870566
Random,0.4616916607158581
Random,0.5435651091123898
Random,0.56331849398754
Random,0.4619783745677656
Random,0.5302119302356607
Random,0.44855073027110526
Random,0.520641681677938
Random,0.42893221722104485
Random,0.5131928467564107
Random,0.5588096773012459
Random,0.5465462450710221
Random,0.40798137171738696
Random,0.507735075161522
Random,0.48280878904221425
Random,0.5721173904874407
Random,0.5213432180376776
Random,0.5744848343293725
Random,0.47361562572762944
Random,0.44317796381625474
Random,0.378451241109811
Random,0.515765562677536
Random,0.48692069821388856
Random,0.5160739860053917
Random,0.4927813374132356
Random,0.5129297823006163
Random,0.5735855948685947
Random,0.44003679760051184
Random,0.5278768906883903
Random,0.5646207495612859
Random,0.5273939004862014
Random,0.5943732001729758
Random,0.48501709482471606
Random,0.5089300139217636
Random,0.48617456997794317
Random,0.48437638341301903
Random,0.5903917007447241
Random,0.429228414346276
Random,0.4717552548176474
Random,0.4754092415632671
Random,0.5021836219547973
Random,0.48600410109471925
Random,0.5326500981064722
Random,0.5273342360839735
Random,0.591406084563499
Random,0.5445834320620446
Random,0.4553717234066876
Random,0.4208628313212167
Random,0.4803634750562201
Random,0.47024056730463687
Random,0.48793340410313885
Random,0.5673556299398086
Random,0.5179607061412607
Random,0.43229565207521226
Random,0.46123192031250004
Random,0.5808551785885671
Random,0.4405493957099338
Random,0.5375282700246075
Random,0.5432874727272072
Random,0.44021402723667497
Random,0.43532302114193544
Random,0.5168159789495518
Random,0.5152814777305802
Random,0.5513562503763813
Random,0.52863101961802
Random,0.45002836030904486
Random,0.5912630022857087
Random,0.5096765975759358
Random,0.5072587841374485
Random,0.5106203968148495
Random,0.42473086574530977
Random,0.45949046900310764
Random,0.4289310839195049
Random,0.5088273720453798
Random,0.5066702102443575
Random,0.51292111539864
Random,0.5082757191481756
Random,0.5523140213787243
Random,0.5390704673361166
Random,0.5082198492377558
Random,0.5502048316381787
Random,0.48122147708075863
Random,0.5900208154439622
Random,0.5025719308706503
Random,0.4901669651920583
Random,0.5291870705566817
Random,0.4521602263208364
Random,0.44366720028735684
Random,0.4645934127933454
Random,0.5703114912491458
Random,0.5323110088261096
Random,0.4678899743282782
Random,0.49476780493486683
Random,0.5000958708925451
Random,0.4650953413905304
Random,0.4774093114404707
Random,0.45151595815329687
Random,0.4311108016333767
Random,0.46004645635283503
Random,0.5624954578240435
Random,0.528473260926656
Random,0.4892737161441739
Random,0.5167623338020645
Random,0.44557288382887716
Random,0.5182596645253283
Random,0.4932447998792654
Random,0.47793661393033726
Random,0.5199396591199765
Random,0.49406160083619216
Random,0.6049190091866605
Random,0.4538180761221124
Random,0.4909465453230113
Random,0.5159772755386061
Random,0.4961951160616501
Random,0.5848829591323941
Random,0.5098599621646626
Random,0.41161055433104454
Random,0.46639936959359646
Random,0.3799780227364394
Random,0.502836161903036
Random,0.48225405092742585
Random,0.5313843597835133
Random,0.5459720926246024
Random,0.45880700125277135
Random,0.5070447702444386
Random,0.5013464015372645
Random,0.5804597010093627
Random,0.5079974017506852
Random,0.48423312553600273
Random,0.4812619950608255
Random,0.5249425403581741
Random,0.4171783595734809
Random,0.455343697138469
Random,0.45184479249145204
Random,0.42970788948698574
Random,0.5309032814674828
Random,0.41242382508717457
Random,0.5736001256498124
Random,0.4370811726183933
Random,0.4596422394327501
Random,0.6277202696324604
Random,0.4356124899207709
Random,0.4760719185828584
Random,0.49498235925056505
Random,0.38937083266209316
Random,0.48240127879788525
Random,0.5100778485228507
Random,0.5370541729869955
Random,0.4942823122240084
Random,0.5359074261196476
Random,0.5236129694752136
Random,0.4427418117271017
Random,0.5514142061215777
Random,0.5305963880736884
Random,0.4961439005079463
Random,0.48906016276626973
Random,0.5027772373694731
Random,0.5079063472847883
Random,0.48322422883901345
Random,0.45231806536628894
Random,0.5375213945984991
Random,0.503246888768861
Random,0.5229227592033884
Random,0.5606641647016565
Random,0.4531724249613054
Random,0.5232071677948371
Random,0.49323608178477063
Random,0.5124026416825136
Random,0.4672766815862196
Random,0.5628820721516946
Random,0.4352656180508687
Random,0.4844420290095908
Random,0.548430971386328
Random,0.46550277425141806
Random,0.47142962055211596
Random,0.516154992756536
Random,0.40023828920380405
Random,0.4873031907787189
Random,0.5250835891250147
Random,0.48854479191606637
Random,0.6129505695876565
Random,0.605290687425815
Random,0.4298732098338254
Random,0.489602214448076
Random,0.4824662336939801
Random,0.4514898998931424
Random,0.4202202047355398
Random,0.562263839097316
Random,0.4923281024548762
Random,0.4924538929981818
Random,0.5926796451212136
Random,0.5226641932043372
Random,0.43115946396732907
Random,0.45410380326951205
Random,0.42125884082979087
Random,0.5002026477306489
Random,0.4726346425334942
Random,0.5391138050643074
Random,0.477173136522588
Random,0.5348945129281325
Random,0.59689436139002
Random,0.46753235380566316
Random,0.4858865355868429
Random,0.4958826433258457
Random,0.58141782012549
Random,0.4593378141795793
Random,0.416691457111972
Random,0.4015496818864609
Random,0.5021676354432111
Random,0.4316950133990588
Random,0.4634926882936867
Random,0.5595220836873549
Random,0.47269674537206563
Random,0.5145546019638899
Random,0.5124702135155016
Random,0.5202250900506212
Random,0.4804469031975439
Random,0.4556226600403658
Random,0.611051270745395
Random,0.4916281023214112
Random,0.4950178007116837
Random,0.5226044216153614
Random,0.5481207755839723
Random,0.41543596914363273
Random,0.4424512537291845
Random,0.5622534358166851
Random,0.5503523450157042
Random,0.4794987103936195
Random,0.4351145695005631
Random,0.5243398616410426
Random,0.5438787743120375
Random,0.4355878166193774
Random,0.5277645779412475
Random,0.4978783511902908
Random,0.5209671335125889
Random,0.5142184593915815
Random,0.5390916291337431
Random,0.4846067269798552
Random,0.5255737925181027
Random,0.5127267470969457
Random,0.5610740874559644
Random,0.508541378568685
Random,0.47303089633856993
Random,0.46928958744898536
Random,0.5138317212779424
Random,0.5016895806336704
Random,0.499124419444357
Random,0.4978608099645506
Random,0.5039032659830235
Random,0.5543993590870446
Random,0.4017198969364236
Random,0.5613119553561063
Random,0.5537791747328085
Random,0.4757446579301861
Random,0.464592627656668
Random,0.46909051052031375
Random,0.48935938492989517
Random,0.4866482244281786
Random,0.5354829484055191
Random,0.5863448435208888
Random,0.4436255313661633
Random,0.5150638213489585
Random,0.536054124900783
Random,0.43687774656789596
Random,0.5266901198900353
Random,0.5491955178865036
Random,0.5284204555466591
Random,0.4633256874545302
Random,0.5313799500090649
Random,0.4902607302396725
Random,0.4742775341200871
Random,0.51984765916732
Random,0.5799193220318688
Random,0.4508844695727646
Random,0.5561406631684613
Random,0.5848384573043677
Random,0.5844081059727831
Random,0.48835307447648907
Random,0.5036963982501819
Random,0.47500316207727467
Random,0.5044849650297799
Random,0.556569909223728
Random,0.5362478640928533
Random,0.5877396013377194
Random,0.44455448937602526
Random,0.5456020029982904
Random,0.39446342283909197
Random,0.5805284454607735
Random,0.4550917053065816
Random,0.588521611456438
Random,0.5492645189174047
Random,0.44902805542149266
Random,0.6051928905641877
Random,0.5524145167030703
Random,0.510120101376422
Random,0.5178889796355249
Random,0.5196386143512459
Random,0.4749754673060967
Random,0.5982583838326608
Random,0.52030793825222
Random,0.5410521314221386
Random,0.478592040462828
Random,0.44949321471571635
Random,0.5629853946263002
Random,0.4937791670835427
Random,0.4595822680953985
Random,0.5244800405938915
Random,0.5094639003272213
Random,0.4986057681024255
Random,0.5098374112361546
Random,0.4934375576263491
Random,0.45126044562282963
Random,0.4628047056343219
Random,0.49154877303271544
Random,0.44454197013908336
Random,0.5545194815312635
Random,0.5679263694071348
Random,0.4350306037751813
Random,0.40428666114421397
Random,0.4925607172809281
Random,0.4790245199928413
Random,0.5666955466304737
Random,0.4764865810947583
Random,0.6032839614528324
Random,0.4893370158779194
Random,0.508752242253487
Random,0.5040754811358363
Random,0.4718273343537793
Random,0.5565115189797898
Random,0.4251010298127989
Random,0.5120422222072774
Random,0.4880154146401079
Random,0.49446046888434775
Random,0.5143066100635267
Random,0.5520402357436192
Random,0.5114670957092821
Random,0.48861648866350704
Random,0.4923656556990624
Random,0.47920952280743
Random,0.4572879967155395
Random,0.5449209312836218
Random,0.5545573238458518
Random,0.45688619444456263
Random,0.5193857210517505
Random,0.5627908447009189
Random,0.48128638517476263
Random,0.4567830563459541
Random,0.5453619796265419
Random,0.5276208804238416
Random,0.4883791820120525
Random,0.4523352703422022
Random,0.3860727373765058
Random,0.48858547296196786
Random,0.47908968127973567
Random,0.5168320219054435
Random,0.44160209121833066
Random,0.5301305383143329
Random,0.5719608315310194
Random,0.5577417908937391
Random,0.44316329202365295
Random,0.5275828761645506
Random,0.49188083534597987
Random,0.599568199096194
Random,0.49931294481910676
Random,0.4619918082876343
Random,0.5491031844868965
Random,0.5429242447844387
Random,0.4284527923206261
Random,0.46717400761848177
Random,0.4978377707558413
Random,0.38561262976976696
Random,0.49964441530112036
