Method,Insertion_AUC
Eigen-CAM,0.8727164899444263
Eigen-CAM,0.9379200063608218
Eigen-CAM,0.9125064910861329
Eigen-CAM,0.890992774297492
Eigen-CAM,0.887143854172694
Eigen-CAM,0.9255351402406989
Eigen-CAM,0.9111759894645426
Eigen-CAM,0.9119752574351416
Eigen-CAM,0.9234228495547491
Eigen-CAM,0.9208755027903285
Eigen-CAM,0.8908392300775626
Eigen-CAM,0.9005726502212256
Eigen-CAM,0.9130658043576466
Eigen-CAM,0.878671637612963
Eigen-CAM,0.891797064080086
Eigen-CAM,0.8876257812385232
Eigen-CAM,0.8923851023484742
Eigen-CAM,0.883556697783943
Eigen-CAM,0.9074016268156835
Eigen-CAM,0.8990858016091617
Eigen-CAM,0.9190177580457214
Eigen-CAM,0.905748035907646
Eigen-CAM,0.9072019817313547
Eigen-CAM,0.9080742966445535
Eigen-CAM,0.9010754662929923
Eigen-CAM,0.8748145716541486
Eigen-CAM,0.8958238108434448
Eigen-CAM,0.8883403189185728
Eigen-CAM,0.8782691275877051
Eigen-CAM,0.8734229332615073
Eigen-CAM,0.9106907201996867
Eigen-CAM,0.90634693064863
Eigen-CAM,0.8828099473452372
Eigen-CAM,0.9045497438115911
Eigen-CAM,0.9145171074799814
Eigen-CAM,0.8789273783983724
Eigen-CAM,0.8804805586957194
Eigen-CAM,0.9038603733190318
Eigen-CAM,0.9063912770481928
Eigen-CAM,0.9111733020803557
Eigen-CAM,0.8995371273478078
Eigen-CAM,0.9031579109289427
Eigen-CAM,0.9134496142004908
Eigen-CAM,0.9229824024577327
Eigen-CAM,0.8765490172895977
Eigen-CAM,0.8991699104337277
Eigen-CAM,0.8747982949827404
Eigen-CAM,0.8928394909142366
Eigen-CAM,0.9242782092723422
Eigen-CAM,0.899950431990466
Eigen-CAM,0.9021774424567216
Eigen-CAM,0.8831674003230484
Eigen-CAM,0.9084743441651502
Eigen-CAM,0.8767685154020586
Eigen-CAM,0.9319139336075571
Eigen-CAM,0.8611088625321732
Eigen-CAM,0.9137441697389896
Eigen-CAM,0.9398941383359426
Eigen-CAM,0.871795422397802
Eigen-CAM,0.868356859984345
Eigen-CAM,0.9365822135643246
Eigen-CAM,0.9112317144284958
Eigen-CAM,0.8990159356248277
Eigen-CAM,0.8607328391227949
Eigen-CAM,0.8962954995777296
Eigen-CAM,0.9173200705088455
Eigen-CAM,0.8891072280159671
Eigen-CAM,0.8848273446198128
Eigen-CAM,0.8636375096327772
Eigen-CAM,0.8891232224792418
Eigen-CAM,0.8534043121989722
Eigen-CAM,0.9454004638256062
Eigen-CAM,0.9252164322816804
Eigen-CAM,0.8793911199589358
Eigen-CAM,0.9022940362426236
Eigen-CAM,0.8970284421750905
Eigen-CAM,0.8687782524222806
Eigen-CAM,0.8696911531059744
Eigen-CAM,0.885273986983673
Eigen-CAM,0.9229503023852413
Eigen-CAM,0.9275929701244476
Eigen-CAM,0.9194805525462628
Eigen-CAM,0.9102717836445395
Eigen-CAM,0.9555814085257093
Eigen-CAM,0.8950216960341703
Eigen-CAM,0.8958850605949396
Eigen-CAM,0.8898710877330079
Eigen-CAM,0.8978261437078057
Eigen-CAM,0.8865722191783562
Eigen-CAM,0.9265436088377547
Eigen-CAM,0.9325465625003312
Eigen-CAM,0.9188981850281494
Eigen-CAM,0.8860488312579781
Eigen-CAM,0.9031728408270588
Eigen-CAM,0.9440399998873751
Eigen-CAM,0.8581672241307587
Eigen-CAM,0.8983875998825043
Eigen-CAM,0.8688221099374758
Eigen-CAM,0.8844924447369868
Eigen-CAM,0.8864411032374404
Eigen-CAM,0.8705450894649607
Eigen-CAM,0.8976683642016142
Eigen-CAM,0.9083367810448113
Eigen-CAM,0.8946822763531463
Eigen-CAM,0.8896214732459906
Eigen-CAM,0.8995673906015375
Eigen-CAM,0.9034941855246336
Eigen-CAM,0.9376445065672753
Eigen-CAM,0.8968046422337579
Eigen-CAM,0.8907843826446071
Eigen-CAM,0.8958036126092406
Eigen-CAM,0.8933185953447768
Eigen-CAM,0.9385176078465128
Eigen-CAM,0.9087125800812773
Eigen-CAM,0.8863450936129391
Eigen-CAM,0.8803201113176126
Eigen-CAM,0.927012208854204
Eigen-CAM,0.8955123281816327
Eigen-CAM,0.8863004511948195
Eigen-CAM,0.8842509554794132
Eigen-CAM,0.8686443722524788
Eigen-CAM,0.8636871493886067
Eigen-CAM,0.8990743213148371
Eigen-CAM,0.8648040055022289
Eigen-CAM,0.9512216029068252
Eigen-CAM,0.8968459723985271
Eigen-CAM,0.9045195524375973
Eigen-CAM,0.9371938306929337
Eigen-CAM,0.9288472906208172
Eigen-CAM,0.898890028101892
Eigen-CAM,0.9371302477739653
Eigen-CAM,0.922888524854774
Eigen-CAM,0.9019316455882995
Eigen-CAM,0.9354461984470095
Eigen-CAM,0.9207985154017763
Eigen-CAM,0.913419178324462
Eigen-CAM,0.9222086660639943
Eigen-CAM,0.8836099911589088
Eigen-CAM,0.9106942810430745
Eigen-CAM,0.9298833722871547
Eigen-CAM,0.8942050343508962
Eigen-CAM,0.8601572782739688
Eigen-CAM,0.9115587742427359
Eigen-CAM,0.9472854631274735
Eigen-CAM,0.9021225153515747
Eigen-CAM,0.8898722099854208
Eigen-CAM,0.9013448356701246
Eigen-CAM,0.900829108214905
Eigen-CAM,0.8956581762589811
Eigen-CAM,0.8838323512217401
Eigen-CAM,0.8703471911405853
Eigen-CAM,0.9150944449684927
Eigen-CAM,0.8886494330692717
Eigen-CAM,0.9105724254528607
Eigen-CAM,0.8901025188282063
Eigen-CAM,0.9179015089378372
Eigen-CAM,0.8964906641135132
Eigen-CAM,0.8770179478703108
Eigen-CAM,0.8653738918202153
Eigen-CAM,0.9347553174526172
Eigen-CAM,0.8841125894214115
Eigen-CAM,0.9098749603222076
Eigen-CAM,0.8950086755445829
Eigen-CAM,0.8806340963496815
Eigen-CAM,0.8672154298684964
Eigen-CAM,0.8496314604118994
Eigen-CAM,0.9096446004554901
Eigen-CAM,0.9383900839670392
Eigen-CAM,0.88418368658826
Eigen-CAM,0.8866534466304505
Eigen-CAM,0.9197276603905057
Eigen-CAM,0.9343166089140816
Eigen-CAM,0.8612135623543162
Eigen-CAM,0.9220521178488679
Eigen-CAM,0.9054641428331868
Eigen-CAM,0.8939859289005478
Eigen-CAM,0.8897146051987873
Eigen-CAM,0.8818316957344914
Eigen-CAM,0.8938458583868124
Eigen-CAM,0.8976955090192764
Eigen-CAM,0.9005313960487075
Eigen-CAM,0.9015045708511235
Eigen-CAM,0.9283675858637772
Eigen-CAM,0.9200856230852772
Eigen-CAM,0.8914583171826191
Eigen-CAM,0.9165749653106015
Eigen-CAM,0.9066529981586106
Eigen-CAM,0.8881003797729452
Eigen-CAM,0.9068688829629511
Eigen-CAM,0.8987936562779048
Eigen-CAM,0.9305429942846475
Eigen-CAM,0.9067549544739473
Random,0.49159184478000173
Random,0.4918767914217448
Random,0.44931095708947516
Random,0.5398206397119019
Random,0.5707021208369131
Random,0.5121574048889717
Random,0.5366167636873858
Random,0.541903394035929
Random,0.5463992890495339
Random,0.5151678375679558
Random,0.51061286399912
Random,0.5432003636010395
Random,0.5034416162801392
Random,0.45130408031175234
Random,0.5011924177227965
Random,0.4055792304230279
Random,0.4997049880622452
Random,0.520668616814875
Random,0.5617990388156976
Random,0.5075638638698546
Random,0.5464069910590775
Random,0.49997312429042956
Random,0.4488261826976595
Random,0.4294310141140353
Random,0.45151328109313604
Random,0.4316926140676598
Random,0.5316853905259629
Random,0.48961926571508513
Random,0.5285157445007658
Random,0.5036715714915742
Random,0.5522024772361067
Random,0.5530096395444418
Random,0.4677330996111424
Random,0.48628420195274497
Random,0.47335857066126913
Random,0.4189343962129529
Random,0.5337608572700436
Random,0.5594397394096804
Random,0.49967858043629015
Random,0.47534038907754994
Random,0.5545452514444777
Random,0.38275188554922546
Random,0.5088737597967687
Random,0.5071641987050146
Random,0.47145714727372634
Random,0.5695787265379687
Random,0.5485367709527247
Random,0.4869421376151022
Random,0.49566520049740825
Random,0.4805988018225647
Random,0.4743940045672849
Random,0.4345900036568067
Random,0.5689974226848193
Random,0.5514000075145351
Random,0.5399083165569727
Random,0.44528320401119614
Random,0.6040422582316667
Random,0.5990082632778633
Random,0.5094028584500643
Random,0.4547889673930012
Random,0.4566784958227916
Random,0.5209274315544244
Random,0.45434929298612137
Random,0.4982894557871639
Random,0.5544322354893382
Random,0.42465881281584333
Random,0.6002864347797862
Random,0.5783354204498123
Random,0.43814570751812704
Random,0.42931793528764794
Random,0.4858289073220267
Random,0.4484428399849817
Random,0.4868139586544739
Random,0.37094070172957894
Random,0.48856489723990104
Random,0.5901428235789409
Random,0.44417026496311857
Random,0.4863465581585305
Random,0.425519539952956
Random,0.5319118762620986
Random,0.48873404053764224
Random,0.5970366529829616
Random,0.51034197217197
Random,0.4813910015880665
Random,0.5275136247877892
Random,0.47468860204059526
Random,0.4330345911090374
Random,0.5150973884894303
Random,0.4912565600895748
Random,0.508315752516943
Random,0.5187728666280033
Random,0.47448401642027727
Random,0.5210788186246227
Random,0.5868848286571606
Random,0.4446100235137417
Random,0.5868712753617058
Random,0.4878598374505193
Random,0.4616686677075325
Random,0.6213610285575896
Random,0.5077510816562624
Random,0.5399878906115756
Random,0.4366443250204989
Random,0.5310415792812827
Random,0.46518814245971407
Random,0.41490169120207804
Random,0.5851844253904608
Random,0.46028386813501154
Random,0.5170871437575888
Random,0.5165192929319902
Random,0.4564375880467621
Random,0.44359201067232557
Random,0.5319430281804873
Random,0.5816306918205535
Random,0.5503521151634623
Random,0.4881307459158778
Random,0.4900351831706634
Random,0.5346341785657887
Random,0.523234155962257
Random,0.4186957449474712
Random,0.5383938185972134
Random,0.5257109656424338
Random,0.42202496859480415
Random,0.49275718332221874
Random,0.4405358153579575
Random,0.539630376784423
Random,0.5242600211452999
Random,0.4996276893777842
Random,0.4885483857926176
Random,0.500486719016281
Random,0.5091487779586327
Random,0.47957128786301556
Random,0.53931898650766
Random,0.4691040442001399
Random,0.5040885123446565
Random,0.47605774788180144
Random,0.4928453866669419
Random,0.5230656025700465
Random,0.4079274980255824
Random,0.41091309350567407
Random,0.5539743196794756
Random,0.46720007050211787
Random,0.4450168202693251
Random,0.46460268627212326
Random,0.4589190534116265
Random,0.5689031726901683
Random,0.5819119447329535
Random,0.5147122762699241
Random,0.6006641557913744
Random,0.45312032653028333
Random,0.5424125731638192
Random,0.4649407511211935
Random,0.46826564652480407
Random,0.5968697049541218
Random,0.4946406072640298
Random,0.4660206274202213
Random,0.5301024385372668
Random,0.5900112831698929
Random,0.4228140905969484
Random,0.48324306735956135
Random,0.5204625350322128
Random,0.44563978136957244
Random,0.4877161034179093
Random,0.4365179816082746
Random,0.5241350252884766
Random,0.5643160213557906
Random,0.5057033177431922
Random,0.4735192521796072
Random,0.4424675691749745
Random,0.5648018542059137
Random,0.5007120253096586
Random,0.56593610305741
Random,0.4623648626953023
Random,0.451643621676283
Random,0.4952038888222602
Random,0.5117223008334634
Random,0.5538939902294177
Random,0.5276006408535147
Random,0.49266639057054334
Random,0.45555212214547874
Random,0.45833400639691096
Random,0.5314117097870616
Random,0.5202097847103843
Random,0.4987958776600756
Random,0.5215633960431486
Random,0.5780367289365818
Random,0.5520002986122337
Random,0.47285994663980563
Random,0.569524315878308
Random,0.4399535539248418
Random,0.5043951850507895
Random,0.48759701466025285
Random,0.5036799309391622
Random,0.523209859185333
Random,0.5113210779508848
Random,0.5303656536856574
Random,0.42866053629156387
Random,0.5743363834478558
Random,0.48134572173471923
Random,0.5098901874049627
Random,0.5653338951981399
Random,0.5773807582748096
Random,0.5181199341549292
Random,0.538515355527993
Random,0.5146811731912793
Random,0.4734210806822222
Random,0.42114453093640775
Random,0.5092037972059538
Random,0.46440442395998993
Random,0.5334810518447449
Random,0.560995116813492
Random,0.528040530959063
Random,0.42303065919146
Random,0.4970140043512638
Random,0.44835786099324426
Random,0.4775377327383449
Random,0.3928757981959624
Random,0.4791123283904384
Random,0.481345962433045
Random,0.5061324655239277
Random,0.48810690271168866
Random,0.5419808288466077
Random,0.502868026307986
Random,0.4074308161387665
Random,0.5946388224897414
Random,0.4953099091355134
Random,0.4467743200924126
Random,0.45362478904736736
Random,0.47682575941785366
Random,0.5559959972482728
Random,0.4590885463288522
Random,0.42364307039773585
Random,0.5887353543018358
Random,0.5205297799419958
Random,0.4529628420177305
Random,0.5166631407274414
Random,0.4958619793180587
Random,0.5389416311550423
Random,0.4614273760139133
Random,0.39743226904955975
Random,0.5082206828760714
Random,0.45279126355965144
Random,0.5250768287412937
Random,0.5058959807036231
Random,0.575582756815617
Random,0.48470023338819174
Random,0.4269401560857846
Random,0.554972839656723
Random,0.5854813660709404
Random,0.4754645685880053
Random,0.5013291961764447
Random,0.5068652468705029
Random,0.52493416036263
Random,0.5374194474944042
Random,0.5470790708953337
Random,0.5009279022754968
Random,0.42263888008934897
Random,0.6461619828406197
Random,0.4729928728639051
Random,0.4292799770859365
Random,0.43133862294042846
Random,0.550935366084322
Random,0.46866628594344706
Random,0.5349112492305651
Random,0.44587279024927245
Random,0.5032680303458242
Random,0.40937671136697107
Random,0.5497726603252511
Random,0.4672741853563792
Random,0.5155812927790125
Random,0.5085883617762758
Random,0.4818079459543191
Random,0.4340921671325364
Random,0.5175120051493262
Random,0.4743892261618902
Random,0.5639620071341225
Random,0.35808666456353
Random,0.47833065244626505
Random,0.5026692520768113
Random,0.4923350273427151
Random,0.48120000817179
Random,0.5253385169653457
Random,0.41225980269576823
Random,0.421126080670604
Random,0.5742458710920177
Random,0.43331102979908565
Random,0.5650654132922955
Random,0.4780341467406031
Random,0.5769926107567008
Random,0.5349779772236275
Random,0.5290747479839042
Random,0.41686441305008404
Random,0.5636294655602452
Random,0.5106792333543456
Random,0.47914392056542787
Random,0.40645559085087446
Random,0.5237842013716536
Random,0.5551162588907121
Random,0.49308464580590194
Random,0.5464424635326381
Random,0.5743533827813478
Random,0.471874582052541
Random,0.43059539262079605
Random,0.4893854687795975
Random,0.5215504305341844
Random,0.4272047422480128
Random,0.484969236412298
Random,0.5689791219898226
Random,0.47501048622112985
Random,0.49880795153415036
Random,0.4442608517974833
Random,0.5077785837509019
Random,0.5616899173499106
Random,0.5578396697118713
Random,0.4740849195246292
Random,0.5666735358818358
Random,0.5242233505180383
Random,0.5356322697639183
Random,0.4545770407213959
Random,0.48811309425532834
Random,0.472785764306792
Random,0.4716957437645892
Random,0.44485698914230176
Random,0.517278481314418
Random,0.44405862389650824
Random,0.44907888093822795
Random,0.5180594668937918
Random,0.617379116216308
Random,0.4003599048215111
Random,0.46301495804906306
Random,0.4942785869248369
Random,0.4963418409262506
Random,0.46183950030743737
Random,0.5178229119403837
Random,0.48502608908143074
Random,0.4110353189542316
Random,0.5659444885872722
Random,0.5921634532687895
Random,0.5206602424848922
Random,0.4373910150213308
Random,0.4524470171946215
Random,0.5755160784426393
Random,0.5315089503377066
Random,0.5094799974868297
Random,0.49663678385692234
Random,0.5095927532816344
Random,0.5930755161880121
Random,0.5189949212337517
Random,0.43620006668010736
Random,0.560340589833536
Random,0.47543034650885563
Random,0.512506703881322
Random,0.5886139701231033
Random,0.4904053793586894
Random,0.5342504283243135
Random,0.4955797429586215
Random,0.5292474968860105
Random,0.5267880819023918
Random,0.5837229773813628
Random,0.49775425000338885
Random,0.5007826998521065
Random,0.5273922040995396
Random,0.4903866855167574
Random,0.4957717365953537
Random,0.5591035658226472
Random,0.42954589072214566
Random,0.5896165362380531
Random,0.54169452078908
Random,0.4061149164262418
Random,0.48147521571752927
Random,0.5024208481484521
Random,0.49922042530361493
Random,0.5286050383963211
Random,0.5501793977488075
Random,0.5143570808036134
Random,0.49759241011129535
Random,0.5349465309428794
Random,0.5339982527547111
Random,0.5085279258556091
Random,0.5447596380761154
Random,0.49366320528025776
Random,0.4860052394651445
Random,0.45130051320067144
Random,0.4751745431399342
Random,0.5448700316584733
Random,0.4494611396968591
Random,0.5113896792635744
Random,0.5193920072477894
Random,0.49055708273212095
Random,0.5390440581582902
Random,0.431048094190954
Random,0.5459312602689798
Random,0.4249878171751676
Random,0.5137848216170673
Random,0.484309322211835
Random,0.461235813463419
Random,0.5572308278199807
Random,0.5048158924238608
Random,0.49457435359779883
Random,0.48035681018270826
Random,0.526489662368274
Random,0.4411885660571395
Random,0.5102711260190665
Random,0.45177388219194237
Random,0.6101669779241436
Random,0.4855186316424239
Random,0.49376797514375764
Random,0.44399516277181705
Random,0.42201273577125337
Random,0.6173054545262275
Random,0.47526256455659277
Random,0.5795842264102339
Random,0.459482472855906
Random,0.5857668496772173
Random,0.515500592643313
Random,0.4662199245398813
Random,0.5300012110071002
Random,0.5410821461723497
Random,0.5329564058048696
Random,0.48457365887886644
Random,0.534381336669621
Random,0.5255383732670419
Random,0.4498535434240485
Random,0.4875572728652924
Random,0.4771660556639875
Random,0.44711163702719936
Random,0.4361264644149936
Random,0.48851651592313966
Random,0.5230770781584515
Random,0.5563147313529477
Random,0.5126129116055911
Random,0.4936428692832585
Random,0.5158924699150427
Random,0.4664151968463758
Random,0.42274353270151743
Random,0.47185036128410046
Random,0.4833314647439011
Random,0.49626034266614477
Random,0.5492477232465532
Random,0.5460427588228467
Random,0.5490031535347051
Random,0.3870544388690061
Random,0.4817764912757287
Random,0.4987551603403534
Random,0.4524573957708811
Random,0.5208732654292175
Random,0.4678451062698078
Random,0.46520600045142146
Random,0.48127456179383304
Random,0.49132968294201895
Random,0.38289440657703894
Random,0.4932570349102308
Random,0.4636526297208533
Random,0.5425879038445998
Random,0.5924553982224146
Random,0.5172333047245676
Random,0.5376861813272799
Random,0.4784041037525822
Random,0.5168898124219201
Random,0.4930341090151647
Random,0.497670674095612
Random,0.5126753313993339
Random,0.5860745104784065
Random,0.4301124724418373
Random,0.4243705388093584
Random,0.49678992350717327
Random,0.5172635877633461
Random,0.46422580645562583
Random,0.4925262549452558
Random,0.5417547153073377
Random,0.5293996783726445
Random,0.5364559925602047
Random,0.5239939551492971
Random,0.5356522435458555
Random,0.5240523932915142
Random,0.4214734103142975
Random,0.5791132453843911
Random,0.4269159194038877
Random,0.4812700756245172
Random,0.5158505346441674
Random,0.6481707789936748
Random,0.5077996580428791
Random,0.46752547678932377
Random,0.5281895264662247
Random,0.5022779774927402
Random,0.4425434927834242
Random,0.5544127396935943
Random,0.5007258604144988
Random,0.514885558582822
Random,0.5327035557148478
Random,0.5427379570481388
Random,0.5294929531920504
Random,0.43422556535508583
Random,0.414863723775041
Random,0.4103408520284125
Random,0.4593463974835059
Random,0.4935091302322263
Random,0.48247381393789024
Random,0.49451815578839653
Random,0.5908898473989526
Random,0.5168250809993571
