image_id,confidence,iou_to_best_gt,iou_disparity,category_id,action_taken
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
564,0.0,0.0,1.0,-1,reannotate_fn
569,0.0,0.0,1.0,-1,reannotate_fn
569,0.0,0.0,1.0,-1,reannotate_fn
569,0.0,0.0,1.0,-1,reannotate_fn
569,0.0,0.0,1.0,-1,reannotate_fn
581,0.691,0.418,0.582,17,mine_hard_negative
581,0.0,0.0,1.0,-1,reannotate_fn
584,0.536,0.391,0.609,45,mine_hard_negative
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
584,0.0,0.0,1.0,-1,reannotate_fn
589,0.0,0.0,1.0,-1,reannotate_fn
590,0.0,0.0,1.0,-1,reannotate_fn
595,0.0,0.0,1.0,-1,reannotate_fn
599,0.0,0.0,1.0,-1,reannotate_fn
612,0.0,0.0,1.0,-1,reannotate_fn
612,0.0,0.0,1.0,-1,reannotate_fn
612,0.0,0.0,1.0,-1,reannotate_fn
612,0.0,0.0,1.0,-1,reannotate_fn
612,0.0,0.0,1.0,-1,reannotate_fn
612,0.0,0.0,1.0,-1,reannotate_fn
612,0.0,0.0,1.0,-1,reannotate_fn
612,0.0,0.0,1.0,-1,reannotate_fn
620,0.0,0.0,1.0,-1,reannotate_fn
623,0.692,0.449,0.551,1,mine_hard_negative
623,0.0,0.0,1.0,-1,reannotate_fn
623,0.0,0.0,1.0,-1,reannotate_fn
623,0.0,0.0,1.0,-1,reannotate_fn
634,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
641,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
643,0.0,0.0,1.0,-1,reannotate_fn
656,0.0,0.0,1.0,-1,reannotate_fn
656,0.0,0.0,1.0,-1,reannotate_fn
656,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
659,0.0,0.0,1.0,-1,reannotate_fn
